Point,X_Fuel,X_O2,X_N2,X_Ar,X_He,P,T,Formula_C,Formula_H,n-C7,n-C8,n-C9,n-C10,n-C11,n-C12,n-C13,n-C14,n-C15,n-C16,n-C17,n-C18,i-C7,i-C8,i-C9,i-C10,i-C11,i-C12,i-C13,i-C14,i-C15,i-C16,i-C17,i-C18,mono-c-C7,mono-c-C8,mono-c-C9,mono-c-C10,mono-c-C11,mono-c-C12,mono-c-C13,mono-c-C14,mono-c-C15,mono-c-C16,mono-c-C17,mono-c-C18,poly-c-C7,poly-c-C8,poly-c-C9,poly-c-C10,poly-c-C11,poly-c-C12,poly-c-C13,poly-c-C14,poly-c-C15,poly-c-C16,poly-c-C17,poly-c-C18,aro-C7,aro-C8,aro-C9,aro-C10,aro-C11,aro-C12,aro-C13,aro-C14,aro-C15,aro-C16,aro-C17,aro-C18
36,1.25,20.74,78.01,0,0,10.14,1439.4,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
37,2.47,20.48,77.05,0,0,2,1150.3,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
38,2.47,20.48,77.05,0,0,1.97,1194,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
39,2.47,20.48,77.05,0,0,1.98,1246,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
40,2.47,20.48,77.05,0,0,2.08,1325.5,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
41,2.47,20.48,77.05,0,0,2.08,1426.7,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
42,2.47,20.48,77.05,0,0,1.93,1477.1,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
43,2.47,20.48,77.05,0,0,2,1553.6,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
44,2.47,20.48,77.05,0,0,11.1,1041.4,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
45,2.47,20.48,77.05,0,0,9.55,1080.8,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
46,2.47,20.48,77.05,0,0,10.36,1161.2,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
47,2.47,20.48,77.05,0,0,10.24,1211.5,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
48,2.47,20.48,77.05,0,0,9.43,1332.9,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
49,2.47,20.48,77.05,0,0,9.3,1356.6,11.09,20.07,0.125443965,0.892518299,1.917346145,4.112668192,5.674978782,4.339455906,2.826243336,1.587329303,0.535539797,0.128825211,0.04560567,0.011447213,0,0.381336641,1.884596278,5.654532812,5.710325146,5.16496698,4.569848379,3.523663014,1.574777036,0.327110614,0.09020172,0.016819237,0.427271422,0.171494009,1.064511094,3.831312576,3.241475148,6.728348951,4.275976074,4.404765474,1.73157586,0.601664143,0.186184954,0.035755875,0,0.05623656,0.692479492,1.726181944,3.059042716,2.505972889,1.795238052,0.771341583,0.289584147,0.034313735,0,0,0.072674886,0.540176762,1.264661873,1.934604914,1.409193067,1.094240557,0.686978125,0.525502813,0.14246388,0.010538457,0,0
50,0.65,20.86,78.48,0,0,2.03,1158.8,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
51,0.65,20.86,78.48,0,0,1.95,1185.7,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
52,0.65,20.86,78.48,0,0,1.91,1195.8,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
53,0.65,20.86,78.48,0,0,1.9,1266.4,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
54,0.65,20.86,78.48,0,0,2.07,1345.5,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
55,0.65,20.86,78.48,0,0,1.96,1386.9,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
56,0.65,20.86,78.48,0,0,1.97,1432.7,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
57,0.65,20.86,78.48,0,0,1.99,1498.1,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
58,0.65,20.86,78.48,0,0,2.02,1513.3,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
59,0.65,20.86,78.48,0,0,10.16,1076.9,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
60,0.65,20.86,78.48,0,0,10.2,1110.7,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
61,0.65,20.86,78.48,0,0,9.57,1172.9,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
62,0.65,20.86,78.48,0,0,10.48,1236.1,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
63,0.65,20.86,78.48,0,0,10.67,1251.4,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
64,0.65,20.86,78.48,0,0,9.82,1289.3,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
65,0.65,20.86,78.48,0,0,10.2,1343.6,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
66,0.65,20.86,78.48,0,0,10.56,1363.2,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
67,0.65,20.86,78.48,0,0,10.5,1373.9,11.3,22,0,0.462277217,0.749021067,1.3785302,1.446596787,1.326444094,1.146425566,0.89719832,0.076294116,0,0,0,0,0.225475591,0.295153381,0.720227861,0.676659647,0.612022897,0.667082345,0.48765232,0.399699269,0.03575181,0,0,0.051493537,3.452360779,6.374390113,9.473229279,7.045337449,6.158590143,2.922096001,1.706508438,0.156115339,0,0,0,0,0.070061142,2.743953555,14.13988888,14.40508623,9.026331887,6.335560534,3.107687167,0.045571229,0,0,0,0,0.036856635,0.050058961,0.081616574,0.071082137,0.065298176,0.351889773,0.068310263,0,0,0,0
